Repeat,Fold,Model,Runtime_Sec,Accuracy,Precision,Recall,F1,Dataset,Task,MAE,RMSE,R2
2,4,Gradient Boosting,0.03575729997828603,,,,,diabetes_regression,regression,44.72022674568366,53.71502552841052,0.4180376011379886
2,5,Linear Regression,0.009685500001069158,,,,,diabetes_regression,regression,45.04325169748421,53.539476244114375,0.5353666528325192
2,5,Decision Tree,0.012426400004187599,,,,,diabetes_regression,regression,60.09549343588341,77.64464693571628,0.022796129204012305
2,5,Random Forest,0.3625297000107821,,,,,diabetes_regression,regression,53.516818181818174,64.1504323481498,0.3329455050516087
2,5,Gradient Boosting,0.037021600001025945,,,,,diabetes_regression,regression,49.74776704149702,59.84992535032434,0.4193835103533744
3,1,Linear Regression,0.009809500013943762,,,,,diabetes_regression,regression,43.714179073263665,51.629491554484495,0.4814838500888644
3,1,Decision Tree,0.012580499984323978,,,,,diabetes_regression,regression,58.808125549268965,73.64187386258558,-0.054912049687228626
3,1,Random Forest,0.36312520000501536,,,,,diabetes_regression,regression,47.94112359550562,57.754580148156975,0.35115725424006017
3,1,Gradient Boosting,0.03616619997774251,,,,,diabetes_regression,regression,46.55145796922989,55.799145365421104,0.3943500498929222
3,2,Linear Regression,0.010376399994129315,,,,,diabetes_regression,regression,47.48533272989966,58.579305680551755,0.49557328014424706
3,2,Decision Tree,0.012999800004763529,,,,,diabetes_regression,regression,54.72255833508312,72.67305445827776,0.2236519405314139
3,2,Random Forest,0.36422220000531524,,,,,diabetes_regression,regression,47.00876404494382,58.39105795786032,0.4988100752954774
3,2,Gradient Boosting,0.036866200010990724,,,,,diabetes_regression,regression,49.630711230382076,58.280113149884194,0.5007128185182844
3,3,Linear Regression,0.010754599992651492,,,,,diabetes_regression,regression,44.16951460014308,55.074209192149866,0.5327591832360107
3,3,Decision Tree,0.012896800006274134,,,,,diabetes_regression,regression,59.435195882760816,79.50708856295734,0.026231019987531523
3,3,Random Forest,0.36937130001024343,,,,,diabetes_regression,regression,48.52136363636364,60.147908827852326,0.442704802894448
3,3,Gradient Boosting,0.03587120000156574,,,,,diabetes_regression,regression,47.583656380725785,56.834438621095956,0.5024148806398834
3,4,Linear Regression,0.010007400007452816,,,,,diabetes_regression,regression,45.88977467249941,57.80018419456754,0.35590209819739527
3,4,Decision Tree,0.01321000000461936,,,,,diabetes_regression,regression,70.69977543290044,87.02025630804489,-0.4599371363532254
3,4,Random Forest,0.36085430000093766,,,,,diabetes_regression,regression,48.79443181818181,58.22281619894699,0.3464484396236216
3,4,Gradient Boosting,0.03606670000590384,,,,,diabetes_regression,regression,48.09271800227475,58.56513906648892,0.3387406934223167
3,5,Linear Regression,0.009686100005637854,,,,,diabetes_regression,regression,43.005029369399274,52.80595884487764,0.5271295194436388
3,5,Decision Tree,0.012266500008990988,,,,,diabetes_regression,regression,65.20743351130706,85.85279266281576,-0.24992855888834975
3,5,Random Forest,0.36078770001768135,,,,,diabetes_regression,regression,48.77943181818182,60.69426816018132,0.3752997265358464
3,5,Gradient Boosting,0.035579799994593486,,,,,diabetes_regression,regression,46.632973466945856,56.52219770888635,0.45823066773776133
4,1,Linear Regression,0.009780599997611716,,,,,diabetes_regression,regression,48.2141389988123,58.25308098060844,0.4270038127035056
4,1,Decision Tree,0.012030200014123693,,,,,diabetes_regression,regression,61.24837378601424,79.10509115085694,-0.05662967349335091
4,1,Random Forest,0.35781640000641346,,,,,diabetes_regression,regression,48.95606741573034,59.92854118293392,0.39356906922756685
4,1,Gradient Boosting,0.03479579999111593,,,,,diabetes_regression,regression,49.222358145426455,57.89390810564158,0.43404791118640496
4,2,Linear Regression,0.009870100009720773,,,,,diabetes_regression,regression,40.97366213736482,51.15148489592492,0.5751951627952032
4,2,Decision Tree,0.011831299983896315,,,,,diabetes_regression,regression,60.12598320896461,74.46372465835807,0.09975136038277876
4,2,Random Forest,0.3598082000098657,,,,,diabetes_regression,regression,46.04179775280898,57.909650473625966,0.4555288788708053
4,2,Gradient Boosting,0.03488099999958649,,,,,diabetes_regression,regression,47.833554124106925,57.70214656950821,0.45942382438119755
4,3,Linear Regression,0.00959339999826625,,,,,diabetes_regression,regression,45.960526360015336,55.98522585686924,0.4225513039368267
4,3,Decision Tree,0.011575600015930831,,,,,diabetes_regression,regression,59.64002508854782,79.48203874482815,-0.1638701573154402
4,3,Random Forest,0.3635106000001542,,,,,diabetes_regression,regression,45.78068181818182,57.339014958086224,0.39428686508707333
4,3,Gradient Boosting,0.03717900000629015,,,,,diabetes_regression,regression,46.009500386660335,57.25924035015156,0.3959711254186794
4,4,Linear Regression,0.009667900012573227,,,,,diabetes_regression,regression,44.211748234957994,53.549240079420045,0.5695876185806735
4,4,Decision Tree,0.012104199995519593,,,,,diabetes_regression,regression,64.24351178712593,83.3319002110752,-0.04231911410189859
4,4,Random Forest,0.3651968000049237,,,,,diabetes_regression,regression,49.115340909090904,58.68455103927965,0.48307718045324965
4,4,Gradient Boosting,0.035052699997322634,,,,,diabetes_regression,regression,49.18774141645597,58.4459399397612,0.4872722458691693
4,5,Linear Regression,0.009359799994854257,,,,,diabetes_regression,regression,43.77769902417652,55.65781804880771,0.40657960345297994
4,5,Decision Tree,0.011822400003438815,,,,,diabetes_regression,regression,60.17026295076534,79.46222822166918,-0.20957163577433557
4,5,Random Forest,0.3617267000081483,,,,,diabetes_regression,regression,50.01897727272728,60.86139503562023,0.2904321630979112
4,5,Gradient Boosting,0.03678379999473691,,,,,diabetes_regression,regression,47.253857278639224,56.666039393258906,0.3848856845129113
5,1,Linear Regression,0.009633000008761883,,,,,diabetes_regression,regression,45.68240404581979,55.755109044224994,0.503228708260826
5,1,Decision Tree,0.01248239999404177,,,,,diabetes_regression,regression,54.01992164771411,72.53722580891663,0.15916838054165627
5,1,Random Forest,0.37073789999703877,,,,,diabetes_regression,regression,47.778988764044946,57.58249251135474,0.47013153828313203
5,1,Gradient Boosting,0.03677139998762868,,,,,diabetes_regression,regression,48.55816171259654,57.73231138349455,0.4673707141717679
5,2,Linear Regression,0.00971329997992143,,,,,diabetes_regression,regression,46.44770659984127,56.604250509377955,0.41936039543691894
5,2,Decision Tree,0.01714810001431033,,,,,diabetes_regression,regression,59.812721469248245,73.70373445364821,0.015563849900621984
5,2,Random Forest,0.37521790000027977,,,,,diabetes_regression,regression,48.95011235955056,59.3358427782251,0.3619675063965002
5,2,Gradient Boosting,0.03526189998956397,,,,,diabetes_regression,regression,50.09128563628156,59.65001245257971,0.3551931480682682
5,3,Linear Regression,0.00935929999104701,,,,,diabetes_regression,regression,45.11802618421589,55.41038005533021,0.5629796031588862
5,3,Decision Tree,0.01184110000031069,,,,,diabetes_regression,regression,52.92997863268208,68.87774660135783,0.32473022713579913
5,3,Random Forest,0.36785400001099333,,,,,diabetes_regression,regression,48.67011363636364,59.072697710302066,0.5033012601595852
5,3,Gradient Boosting,0.03817390001495369,,,,,diabetes_regression,regression,49.79922994502999,59.69597104392519,0.4927646749414325
5,4,Linear Regression,0.010792499990202487,,,,,diabetes_regression,regression,42.371892044194084,52.26779839773962,0.5047446204046656
5,4,Decision Tree,0.013359500007936731,,,,,diabetes_regression,regression,69.17178236480544,87.04223402297922,-0.3734752732521276
5,4,Random Forest,0.37313650001306087,,,,,diabetes_regression,regression,49.09909090909091,61.321897746089185,0.31830209349708394
5,4,Gradient Boosting,0.03522099999827333,,,,,diabetes_regression,regression,48.172491254115805,57.54162247370372,0.39975991675232936
5,5,Linear Regression,0.00979330000700429,,,,,diabetes_regression,regression,42.91359266870855,54.188283971581,0.41518479772872485
5,5,Decision Tree,0.012426000001141801,,,,,diabetes_regression,regression,56.42207526950174,68.12985322909365,0.075551410410862
5,5,Random Forest,0.36018680001143366,,,,,diabetes_regression,regression,43.780568181818175,56.25257556729777,0.3697792749883523
5,5,Gradient Boosting,0.035332499974174425,,,,,diabetes_regression,regression,43.221712083787594,54.209682299009,0.41472283299775337
1,1,Linear Regression,0.033095499995397404,,,,,synthetic_retail_sales,regression,3597.978694662063,4485.898312082617,0.5721707001123273
1,1,Decision Tree,0.035846499988110736,,,,,synthetic_retail_sales,regression,5046.99065221507,6180.31249635892,0.18793172440561035
1,1,Random Forest,0.3841248000098858,,,,,synthetic_retail_sales,regression,3835.3935666666666,4690.0839843775775,0.5323371048739756
1,1,Gradient Boosting,0.043920099997194484,,,,,synthetic_retail_sales,regression,3946.5997771493744,4965.9615208648065,0.47570179022947223
1,2,Linear Regression,0.02000310001312755,,,,,synthetic_retail_sales,regression,4018.685523850988,4921.128545507091,0.40708973808028626
1,2,Decision Tree,0.020843899983447045,,,,,synthetic_retail_sales,regression,5280.179152335213,6626.553764654583,-0.07506568563683547
1,2,Random Forest,0.35501150001073256,,,,,synthetic_retail_sales,regression,4279.101285833333,5339.45635494141,0.30200288114835727
1,2,Gradient Boosting,0.059555300016654655,,,,,synthetic_retail_sales,regression,4121.380041958715,5143.752643808619,0.35223168703897
1,3,Linear Regression,0.028263899992452934,,,,,synthetic_retail_sales,regression,3218.164593830637,4185.044410983207,0.5844731278237081
1,3,Decision Tree,0.03044390000286512,,,,,synthetic_retail_sales,regression,4080.158687480607,5338.8528187677575,0.3237693211387017
1,3,Random Forest,0.35820309998234734,,,,,synthetic_retail_sales,regression,3546.486881666667,4530.522422359978,0.5130374744181596
1,3,Gradient Boosting,0.04223580000689253,,,,,synthetic_retail_sales,regression,3840.7316609669365,4847.637839024284,0.4424814699898132
1,4,Linear Regression,0.020140700013143942,,,,,synthetic_retail_sales,regression,4354.433546954978,5233.020167313206,0.3830695743009298
1,4,Decision Tree,0.02361250002286397,,,,,synthetic_retail_sales,regression,5570.323268150517,6770.529610844979,-0.0327058946716301
1,4,Random Forest,0.43561839999165386,,,,,synthetic_retail_sales,regression,4782.083229999999,5640.135734240414,0.28334442474207233
1,4,Gradient Boosting,0.05744649999542162,,,,,synthetic_retail_sales,regression,4499.725508298319,5648.448472302892,0.28123037624867686
1,5,Linear Regression,0.023647299996810034,,,,,synthetic_retail_sales,regression,3559.3465469459256,4487.906712932448,0.5355315995968273
1,5,Decision Tree,0.026331400003982708,,,,,synthetic_retail_sales,regression,4566.224999330993,5815.488440898664,0.22009640120853424
1,5,Random Forest,0.36822490001213737,,,,,synthetic_retail_sales,regression,3670.9781175000003,4706.676185395664,0.48914556121823083
1,5,Gradient Boosting,0.04117199999745935,,,,,synthetic_retail_sales,regression,3933.3005626706085,4893.532282730433,0.44777832860113165
2,1,Linear Regression,0.019184200005838647,,,,,synthetic_retail_sales,regression,3777.6992913665194,4727.321597356659,0.4776937123069913
2,1,Decision Tree,0.02186249999795109,,,,,synthetic_retail_sales,regression,4106.409515951179,5245.990027214254,0.3567943079482617
2,1,Random Forest,0.35674739998648874,,,,,synthetic_retail_sales,regression,3900.7529741666667,4948.01529338869,0.42778791692211604
2,1,Gradient Boosting,0.05352409998886287,,,,,synthetic_retail_sales,regression,4081.047650157663,5037.530275869451,0.4068967602196709
2,2,Linear Regression,0.019177099980879575,,,,,synthetic_retail_sales,regression,3832.674499771937,4890.799883689208,0.5110721589616581
2,2,Decision Tree,0.020373000006657094,,,,,synthetic_retail_sales,regression,5254.483463473513,6346.188820857093,0.17678938660050403
2,2,Random Forest,0.40023050000309013,,,,,synthetic_retail_sales,regression,4036.347814166665,5036.486203525798,0.48151012632905377
2,2,Gradient Boosting,0.05270800000289455,,,,,synthetic_retail_sales,regression,4250.80385733934,5410.724505647727,0.4015941573228409
2,3,Linear Regression,0.022632199979852885,,,,,synthetic_retail_sales,regression,3381.797536073496,4315.949775868485,0.5439654723898797
2,3,Decision Tree,0.026532999996561557,,,,,synthetic_retail_sales,regression,4649.980344204696,5810.031886477715,0.17357776606887187
2,3,Random Forest,0.36046989998430945,,,,,synthetic_retail_sales,regression,3811.147775000002,4767.366528770226,0.4435808773590145
2,3,Gradient Boosting,0.051499799999874085,,,,,synthetic_retail_sales,regression,3867.598326160068,4909.183923162572,0.409984300603939
2,4,Linear Regression,0.021282399975461885,,,,,synthetic_retail_sales,regression,3746.0880923944524,4662.996094672302,0.4850368259207699
2,4,Decision Tree,0.025097900012042373,,,,,synthetic_retail_sales,regression,4680.3347913124835,5992.527510469871,0.14951601028172867
2,4,Random Forest,0.5388117999827955,,,,,synthetic_retail_sales,regression,4032.122668333335,5003.858298547692,0.4069981136770249
2,4,Gradient Boosting,0.0807937000063248,,,,,synthetic_retail_sales,regression,3941.5786305691186,4996.782206319645,0.40867408803670924
2,5,Linear Regression,0.03687470001750626,,,,,synthetic_retail_sales,regression,3870.830854765881,4648.147830213288,0.4966638290330573
