timestamp_utc,datasets,routing_accuracy,classification_datasets,regression_datasets,unsupervised_datasets,anomaly_datasets,forecasting_datasets,repeats,folds,random_state
2026-09-20T12:14:52.210310+00:00,12,1.0,5,2,3,1,1,5,5,42
