Repeat,Fold,Model,Runtime_Sec,Accuracy,Precision,Recall,F1
2,3,Logistic Regression,0.03678928699991957,1.0,1.0,1.0,1.0
2,3,Decision Tree,0.004834200999994209,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444
2,3,Random Forest,0.1513410689999546,1.0,1.0,1.0,1.0
2,3,Gradient Boosting,0.03545204399983959,0.9444444444444444,0.946969696969697,0.9444444444444444,0.9445019553715207
2,4,Logistic Regression,0.006454329000007419,0.9714285714285714,0.9742857142857143,0.9714285714285714,0.971651350598719
2,4,Decision Tree,0.0044955729999855976,0.8571428571428571,0.8671328671328672,0.8571428571428571,0.8548571428571428
2,4,Random Forest,0.1583152330001667,0.9428571428571428,0.9479120879120878,0.9428571428571428,0.9419826489300174
2,4,Gradient Boosting,0.036188422000122955,0.9142857142857143,0.9268731268731268,0.9142857142857143,0.9125714285714285
2,5,Logistic Regression,0.035551785000052405,0.9428571428571428,0.9532467532467533,0.9428571428571428,0.9436734693877552
2,5,Decision Tree,0.00531915100009428,0.9142857142857143,0.9226345083487942,0.9142857142857143,0.9149847525216984
2,5,Random Forest,0.16316940600017915,0.9714285714285714,0.9742857142857143,0.9714285714285714,0.9716878402903812
2,5,Gradient Boosting,0.047717753999904744,0.9428571428571428,0.948095238095238,0.9428571428571428,0.9421893242422827
3,1,Logistic Regression,0.027655417999994825,0.9722222222222222,0.9747474747474748,0.9722222222222222,0.9723691945914168
3,1,Decision Tree,0.005274453000083668,0.9444444444444444,0.9513888888888888,0.9444444444444444,0.9432098765432099
3,1,Random Forest,0.15946967500008213,1.0,1.0,1.0,1.0
3,1,Gradient Boosting,0.042978064999942944,1.0,1.0,1.0,1.0
3,2,Logistic Regression,0.0062500310000359605,1.0,1.0,1.0,1.0
3,2,Decision Tree,0.004210413000009794,0.8888888888888888,0.8877849002849003,0.8888888888888888,0.8847083865474671
3,2,Random Forest,0.15635864499995478,0.8888888888888888,0.8937499999999999,0.8888888888888888,0.8875420875420876
3,2,Gradient Boosting,0.03361180699994293,0.9166666666666666,0.9178451178451178,0.9166666666666666,0.9162918540729635
3,3,Logistic Regression,0.005983721000120568,1.0,1.0,1.0,1.0
3,3,Decision Tree,0.004274599999916973,0.9444444444444444,0.9465811965811967,0.9444444444444444,0.944269005847953
3,3,Random Forest,0.1446047350000299,1.0,1.0,1.0,1.0
3,3,Gradient Boosting,0.03672279600004913,0.9722222222222222,0.9747474747474748,0.9722222222222222,0.9723691945914168
3,4,Logistic Regression,0.03282520399989153,1.0,1.0,1.0,1.0
3,4,Decision Tree,0.0041778739998790115,0.8571428571428571,0.8715966386554622,0.8571428571428571,0.8580201582099115
3,4,Random Forest,0.1473449889999756,1.0,1.0,1.0,1.0
3,4,Gradient Boosting,0.03622448600003736,0.9714285714285714,0.9733333333333333,0.9714285714285714,0.9713000642535876
3,5,Logistic Regression,0.005706883999891943,0.9714285714285714,0.9742857142857143,0.9714285714285714,0.9716878402903812
3,5,Decision Tree,0.00387200400018628,0.9142857142857143,0.927056277056277,0.9142857142857143,0.9130020703933748
3,5,Random Forest,0.15278676399998403,0.9428571428571428,0.9532467532467533,0.9428571428571428,0.9436734693877552
3,5,Gradient Boosting,0.04067424000004394,0.9428571428571428,0.9532467532467533,0.9428571428571428,0.9436734693877552
4,1,Logistic Regression,0.007394442999839157,0.9722222222222222,0.9747474747474748,0.9722222222222222,0.9723691945914168
4,1,Decision Tree,0.004491175999874031,0.9166666666666666,0.9246031746031745,0.9166666666666666,0.9166666666666666
4,1,Random Forest,0.16775737100010701,0.9722222222222222,0.9747474747474748,0.9722222222222222,0.9723691945914168
4,1,Gradient Boosting,0.042004611000038494,0.9444444444444444,0.9465811965811967,0.9444444444444444,0.9444855967078188
4,2,Logistic Regression,0.006046656000080475,0.9722222222222222,0.974074074074074,0.9722222222222222,0.972097284690988
4,2,Decision Tree,0.004402733000006265,0.8333333333333334,0.8619281045751634,0.8333333333333334,0.8241412426471848
4,2,Random Forest,0.14328428499993606,0.9444444444444444,0.9513888888888888,0.9444444444444444,0.9437710437710438
4,2,Gradient Boosting,0.03651397699991321,0.8611111111111112,0.8976608187134504,0.8611111111111112,0.853358142831827
4,3,Logistic Regression,0.04011397799990846,1.0,1.0,1.0,1.0
4,3,Decision Tree,0.004914270999961445,0.9166666666666666,0.9172839506172841,0.9166666666666666,0.9159104658197218
4,3,Random Forest,0.16037731100004748,1.0,1.0,1.0,1.0
4,3,Gradient Boosting,0.036108982999849104,0.9722222222222222,0.9747474747474748,0.9722222222222222,0.9723691945914168
4,4,Logistic Regression,0.035847088999844345,1.0,1.0,1.0,1.0
4,4,Decision Tree,0.005093751999993401,0.9428571428571428,0.9450549450549451,0.9428571428571428,0.9425882352941177
4,4,Random Forest,0.16454377700006262,1.0,1.0,1.0,1.0
4,4,Gradient Boosting,0.034421284000018204,0.9714285714285714,0.9742857142857143,0.9714285714285714,0.971651350598719
4,5,Logistic Regression,0.006212514000026204,0.9428571428571428,0.9532467532467533,0.9428571428571428,0.9436734693877552
4,5,Decision Tree,0.004491105999932188,0.7428571428571429,0.7533333333333333,0.7428571428571429,0.7296934644303066
4,5,Random Forest,0.16793649999999616,0.9428571428571428,0.948095238095238,0.9428571428571428,0.9421893242422827
4,5,Gradient Boosting,0.03461152999989281,0.9142857142857143,0.9259340659340659,0.9142857142857143,0.9126566416040099
5,1,Logistic Regression,0.006166816000131803,1.0,1.0,1.0,1.0
5,1,Decision Tree,0.004504235000013068,0.9166666666666666,0.9203703703703704,0.9166666666666666,0.9174995835415625
5,1,Random Forest,0.15503199999989192,0.9722222222222222,0.9747474747474748,0.9722222222222222,0.9723691945914168
5,1,Gradient Boosting,0.03457738900010554,0.8333333333333334,0.8410493827160495,0.8333333333333334,0.8346300533943556
5,2,Logistic Regression,0.006206816000030813,0.9444444444444444,0.949106449106449,0.9444444444444444,0.9435246235246235
5,2,Decision Tree,0.0047626040000068315,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888
5,2,Random Forest,0.14699641300012445,0.9722222222222222,0.9747474747474748,0.9722222222222222,0.9723691945914168
5,2,Gradient Boosting,0.03423501399993256,0.9166666666666666,0.9172839506172841,0.9166666666666666,0.9159104658197218
5,3,Logistic Regression,0.02868294299992158,1.0,1.0,1.0,1.0
5,3,Decision Tree,0.004811347999975624,0.9444444444444444,0.9513888888888888,0.9444444444444444,0.9449614374099499
5,3,Random Forest,0.13586667300000954,1.0,1.0,1.0,1.0
5,3,Gradient Boosting,0.04902030399989599,1.0,1.0,1.0,1.0
5,4,Logistic Regression,0.006005904000176088,1.0,1.0,1.0,1.0
5,4,Decision Tree,0.004193638000060673,0.8571428571428571,0.8747135217723453,0.8571428571428571,0.8586205169304749
5,4,Random Forest,0.14774120300012328,1.0,1.0,1.0,1.0
5,4,Gradient Boosting,0.040206034999982876,0.9142857142857143,0.9188775510204081,0.9142857142857143,0.9134334075510545
5,5,Logistic Regression,0.006577583000080267,0.9714285714285714,0.9738095238095237,0.9714285714285714,0.9715570786035554
5,5,Decision Tree,0.004542082000170922,0.8285714285714286,0.832967032967033,0.8285714285714286,0.8272108843537415
5,5,Random Forest,0.1659285190000901,0.9714285714285714,0.9738095238095237,0.9714285714285714,0.9715570786035554
5,5,Gradient Boosting,0.037659785999949236,0.8571428571428571,0.8662480376766091,0.8571428571428571,0.8586013715831159
